558 Craigmohr Drive,"$6,998,000","$29,758",,5,6,house,,freehold nonstrata,3 storey,radiant,"drapes/window coverings, garage door opener, hot tub spa/swirlpool, security system, smoke alarm, sprinkler - fire, vacuum - built in","air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",glenmore,31 days,1293,r2760962,rebgv,130.00 feet,130 ft x 120 ft (15594 ft²),built in 2021 (2 yrs old),120,1
2111 Union Court,"$6,977,000","$14,802",,5,5,house,,freehold nonstrata,2 storey w/bsmt.,"natural gas,radiant","cul-de-sac, drapes/window coverings, security system, vacuum - built in","air conditioning, golf course nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",panorama village,34 days,200,r2760623,rebgv,77.46 feet,77 ft x 151 ft (11314 ft²),built in 2019 (4 yrs old),151.5,2
2121 Union Court,"$6,977,000","$15,511",,6,6,house,,freehold nonstrata,2 storey w/bsmt.,"natural gas,radiant","drapes/window coverings, security system, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","range top, washer/dryer/fridge/stove/dishwasher, wine cooler",panorama village,34 days,425,r2760625,rebgv,124.25 feet,124 ft x 145 ft (12250 ft²),built in 2019 (4 yrs old),145.97,2
2101 Union Court,"$5,770,000","$18,490",,6,6,house,,freehold nonstrata,2 storey w/bsmt.,"natural gas,radiant","cul-de-sac, security system","air conditioning, golf course nearby, recreation nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",panorama village,34 days,247,r2760621,rebgv,78.39 feet,78 ft x 203 ft (12518 ft²),built in 2018 (5 yrs old),203.43,2
501 1737 Duchess Avenue,"$689,888","$1,801",$721,2,1,apt/condo,,freehold strata,"corner unit,inside unit","hot water,natural gas","cul-de-sac, drapes/window coverings, elevator, garden","recreation nearby, shared laundry, shopping nearby","dishwasher, microwave, refrigerator, stove",ambleside,35 days,1273,r2760201,rebgv,,,built in 1980 (43 yrs old),,0
1254 235 Keith Road,"$600,000","$1,152",$440,1,1,apt/condo,,freehold strata,"penthouse,upper unit","baseboard,hot water","elevator, garden, oven - built in, smoke alarm, sprinkler - fire","recreation nearby, shopping nearby, storage, wheelchair access","dishwasher, freezer, refrigerator, stove",cedardale,35 days,750,r2760198,rebgv,,,built in 1968 (55 yrs old),,0
1 300 Furry Creek Drive,"$2,495,000","$5,544",$0,3,2,duplex,,freehold strata,2 storey,"electric,heat pump","drapes/window coverings, pantry, security - roughed in, vacuum - roughed in","air conditioning, golf course nearby, recreation nearby","microwave, washer/dryer/fridge/stove/dishwasher",furry creek,35 days,342,r2760181,rebgv,105.00 feet,21421 ft²,built in 2017 (6 yrs old),,1
2580 Queens Avenue,"$4,550,000","$11,460",,4,2,house,,freehold nonstrata,2 storey,forced air,fireplace insert,"shopping nearby, workshop detached","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",queens,36 days,323,r2756417,rebgv,83.77 feet,83 ft x 144 ft (12066 ft²),built in 1941 (82 yrs old),144.08,1
6076 Blink Bonnie Road,"$12,998,000","$56,473",,4,4,house,,freehold nonstrata,3 storey,radiant,,"central air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,gleneagles,36 days,797,r2759883,rebgv,120.79 feet,120 ft x 200 ft (19053 ft²),built in 2001 (22 yrs old),200/129,1
801 423 6th Street,"$3,999,900",$0,"$1,261",2,2,apt/condo,,freehold strata,penthouse,forced air,"drapes/window coverings, elevator, garage door opener","air conditioning, bike room, central air conditioning, exercise room, golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",park royal,37 days,131,r2759480,rebgv,,,built in 2024 (-1 yrs old),,1
7 2206 Folkestone Way,"$1,499,000","$2,906",$673,2,2,apt/condo,,freehold strata,1 storey,"baseboard,electric",,storage,"in suite laundry, washer/dryer/fridge/stove/dishwasher",panorama village,37 days,1243,r2759605,rebgv,,,built in 1974 (49 yrs old),,0
535 Robin Hood Road,"$8,979,000","$15,111",,5,4,house,,freehold nonstrata,2 storey,"forced air,natural gas","elevator, vacuum - built in","air conditioning, central air conditioning, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,british properties,38 days,739,r2759113,rebgv,177.60 feet,177 ft x 161 ft (22215 ft²),built in 2022 (1 yrs old),161.80 irr,1
4675 Clovelly Walk,"$6,995,000","$17,906",,5,4,house,,freehold nonstrata,3 storey,"hot water,natural gas,radiant",hot tub spa/swirlpool,"air conditioning, central air conditioning, hot tub, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,caulfeild,38 days,815,r2759088,rebgv,72.51 feet,72 ft x 218 ft (20097 ft²),built in 2004 (19 yrs old),218.48 irr,1
630 Keith Road,"$2,398,000","$5,407",,4,2,house,,freehold nonstrata,"1 storey,rancher/bungalow","electric,forced air",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,cedardale,38 days,1188,r2759072,rebgv,99.00 feet,99 ft x 110 ft (10890 ft²),built in 1952 (71 yrs old),110,0
8591 Seascape Drive,"$1,628,000","$4,056",$693,2,2,townhouse,,freehold strata,3 storey,"baseboard,heat pump,propane gas","garage door opener, garden","air conditioning, central air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,howe sound,38 days,1108,r2759033,rebgv,,,built in 2005 (18 yrs old),,1
1291 Duchess Avenue,"$4,488,000","$9,982",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"security system, smoke alarm, sprinkler - fire","air conditioning, central air conditioning, marina nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,ambleside,42 days,1096,r2758557,rebgv,33.00 feet,33 ft x 122 ft (4026 ft²),built in 2022 (1 yrs old),122,1
4898 Meadfeild Road,"$2,489,000","$4,676",$478,3,2,house,,freehold strata,2 storey w/bsmt.,natural gas,garage door opener,,"disposal - waste, washer/dryer/fridge/stove/dishwasher",caulfeild,42 days,941,r2758278,rebgv,0.00 feet,6032 ft²,built in 1998 (25 yrs old),,1
4313 Rockridge Road,"$7,600,000","$27,277",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"drapes/window coverings, garage door opener, hot tub spa/swirlpool, security system, smoke alarm, sprinkler - inground","air conditioning, marina nearby, recreation nearby, shopping nearby, swimming pool equipment","microwave, washer/dryer/fridge/stove/dishwasher",rockridge,3 days,98,r2768858,rebgv,95.00 feet,95 ft x 135 ft (12633 ft²),built in 2014 (9 yrs old),135,3
2117 Gordon Avenue,"$2,299,000","$4,392",$449,3,3,townhouse,,freehold strata,2 storey w/bsmt.,"electric,forced air,natural gas",,"recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",dundarave,3 days,247,r2768802,rebgv,,,built in 2004 (19 yrs old),,1
2296 Jefferson Avenue,"$3,158,000","$7,231",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,dundarave,3 days,119,r2768678,rebgv,60.00 feet,60 ft x 132 ft (7920 ft²),built in 1945 (78 yrs old),132,0
245 Kelvin Grove Way,"$3,149,000","$6,603",,4,3,house,,freehold nonstrata,2 storey w/bsmt.,forced air,"drapes/window coverings, garage door opener, hot tub spa/swirlpool","golf course nearby, marina nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,lions bay,24 days,811,r2762532,rebgv,68.00 feet,68 ft x 220 ft (14196 ft²),built in 1990 (33 yrs old),220iir,1
845 Jefferson Avenue,"$2,450,000","$5,548",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,sentinel hill,5 days,322,r2768340,rebgv,122.00 feet,122 ft x 131 ft (15572 ft²),built in 1955 (68 yrs old),131.00,0
520 Ballantree Place,"$2,590,000","$5,395",,5,3,house,,freehold nonstrata,"2 storey,split entry",forced air,,,washer/dryer/fridge/stove/dishwasher,glenmore,43 days,538,r2758063,rebgv,0.00 feet,0 ft x 0 ft (14926 ft²),built in 1964 (59 yrs old),0.0,1
2586 Marine Drive,"$5,698,000","$9,247",,5,6,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"fireplace insert, oven - built in, security system, smoke alarm, storage shed, vacuum - built in, wet bar","air conditioning, marina nearby, recreation nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",dundarave,44 days,1425,r2757666,rebgv,67.78 feet,67 ft x 139 ft (8909 ft²),built in 2023 (0 yrs old),139.33 sf,2
208 2119 Bellevue Avenue,"$549,800","$1,180",$414,1,1,apt/condo,,freehold strata,1 storey,electric,elevator,"recreation nearby, shared laundry, shopping nearby","dishwasher, refrigerator, stove",dundarave,44 days,1042,r2757671,rebgv,,,built in 1978 (45 yrs old),,0
12c 328 Taylor Way,"$1,188,000","$2,309",$904,2,2,apt/condo,,leasehold not prepaid-strata,1 storey,baseboard,elevator,"exercise room, golf course nearby, recreation nearby, sauna, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",park royal,45 days,663,r2757480,rebgv,,,built in 1993 (30 yrs old),,0
1404 150 24th Street,"$769,000","$1,677",$435,0,1,apt/condo,,freehold strata,corner unit,"baseboard,hot water","cul-de-sac, garden","recreation nearby, shopping nearby, storage",,dundarave,45 days,395,r2757248,rebgv,,,built in 1963 (60 yrs old),,0
2919 Tower Hill Crescent,"$4,200,000","$10,858",$125,3,5,house,,freehold strata,2 storey w/bsmt.,"forced air,natural gas","cul-de-sac, garage door opener, vaulted ceiling","guest suite, sauna, shopping nearby",washer/dryer/fridge/stove/dishwasher,altamont,47 days,656,r2757193,rebgv,35.00 feet,35 ft x 126 ft (26571 ft²),built in 1995 (28 yrs old),126x320,1
790 Fairmile Road,"$7,998,000","$19,820",,5,4,house,,freehold nonstrata,rancher/bungalow w/bsmt.,"baseboard,forced air,natural gas",,"golf course nearby, marina nearby, recreation nearby, shopping nearby",,british properties,50 days,625,r2756490,rebgv,115.00 feet,115 ft x 280 ft (32300 ft²),built in 1965 (58 yrs old),280,1
1450 Fulton Avenue,"$3,980,000","$9,567",,5,6,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"security system, sprinkler - inground","air conditioning, marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,ambleside,50 days,860,r2756359,rebgv,51.00 feet,51 ft x 133 ft (6798 ft²),built in 2014 (9 yrs old),133.3,1
4555 Piccadilly North Road,"$9,499,000","$34,837",,7,7,house,,freehold nonstrata,3 storey,"forced air,natural gas,radiant","cul-de-sac, hot tub spa/swirlpool","air conditioning, central air conditioning, hot tub, recreation nearby, sauna, shopping nearby",washer/dryer/fridge/stove/dishwasher,caulfeild,50 days,826,r2756331,rebgv,262.47 feet,262 ft x 115 ft (33715 ft²),built in 2004 (19 yrs old),115 irr,3
2030 Russet Way,"$4,298,000","$7,542",,5,4,house,,freehold nonstrata,2 storey,forced air,cul-de-sac,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,queens,51 days,384,r2756029,rebgv,85.00 feet,85 ft x 180 ft (16899 ft²),built in 1959 (64 yrs old),180,0
820 Knockmaroon Road,"$7,800,000","$17,279",,4,2,house,,freehold nonstrata,2 storey,natural gas,,,washer/dryer/fridge/stove/dishwasher,british properties,51 days,266,r2755929,rebgv,120.00 feet,120 ft x 183 ft (21780 ft²),built in 1952 (71 yrs old),183,1
2478 Westhill Court,"$5,980,000","$13,852",,6,4,house,,freehold nonstrata,2 storey w/bsmt.,"electric,natural gas","cul-de-sac, drapes/window coverings","golf course nearby, recreation nearby","refrigerator, washer/dryer/fridge/stove/dishwasher",westhill,51 days,708,r2755885,rebgv,50.00 feet,20365 ft²,built in 1985 (38 yrs old),,1
406 1340 Duchess Avenue,"$655,000","$1,305",$567,2,1,apt/condo,,freehold strata,penthouse,"baseboard,hot water,natural gas","drapes/window coverings, elevator, vaulted ceiling","marina nearby, recreation nearby, shared laundry, shopping nearby, storage","dishwasher, refrigerator, stove",ambleside,51 days,2078,r2755768,rebgv,,,built in 1980 (43 yrs old),,0
2965 Rosebery Avenue,"$6,998,000","$13,280",,4,3,house,,freehold nonstrata,2 storey,"baseboard,hot water,natural gas",hot tub spa/swirlpool,"hot tub, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,altamont,52 days,780,r2755496,rebgv,93.72 feet,93 ft x 190 ft (17954 ft²),built in 1956 (67 yrs old),190.87 irr,1
401 888 Arthur Erickson Place,"$1,589,000","$3,452",$845,2,2,apt/condo,,freehold strata,1 storey,heat pump,"cul-de-sac, elevator","bike room, central air conditioning, exercise room, recreation nearby, sauna, shopping nearby",washer/dryer/fridge/stove/dishwasher,park royal,52 days,814,r2755465,rebgv,,,built in 2015 (8 yrs old),,0
401 Hidhurst Place,"$3,198,000","$7,336",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,,,,,british properties,55 days,1901,r2755234,rebgv,159.44 feet,159 ft x 0 ft (12169 ft²),built in 1956 (67 yrs old),irregular,0
430 Bayview Road,"$1,780,000","$4,122",,3,2,house,,freehold nonstrata,4 level split,"baseboard,electric",,"marina nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,lions bay,56 days,2038,r2754945,rebgv,0.00 feet,17828 ft²,built in 1974 (49 yrs old),,0
1046 Millstream Road,"$4,980,000","$9,073",,5,9,house,,freehold nonstrata,2 storey w/bsmt.,natural gas,elevator,central air conditioning,in suite laundry,british properties,57 days,241,r2754636,rebgv,60.00 feet,19143 ft²,,,0
2336 Westhill Drive,"$5,980,000","$16,655",,6,6,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"garage door opener, garden, oven - built in, security system, storage shed","recreation nearby, shopping nearby, swimming pool equipment","dishwasher, in suite laundry, refrigerator, washer/dryer/fridge/stove/dishwasher",westhill,57 days,574,r2754646,rebgv,150.00 feet,12174 ft²,built in 1998 (25 yrs old),,1
2761 Willoughby Road,"$6,990,000","$30,244",,5,5,house,,freehold nonstrata,reverse 2 storey w/bsmt,radiant,"cul-de-sac, drapes/window coverings, fireplace insert, garage door opener, garden, hot tub spa/swirlpool, oven - built in, pantry","air conditioning, central air conditioning, golf course nearby, hot tub, shopping nearby","freezer, microwave, washer/dryer/fridge/stove/dishwasher",whitby estates,57 days,558,r2754676,rebgv,90.00 feet,90 ft x 124 ft (11427 ft²),built in 2005 (18 yrs old),124,1
4313 Rockridge Road,"$7,600,000","$27,277",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"drapes/window coverings, garage door opener, hot tub spa/swirlpool, security system, smoke alarm, sprinkler - inground","air conditioning, marina nearby, recreation nearby, shopping nearby, swimming pool equipment","microwave, washer/dryer/fridge/stove/dishwasher",rockridge,3 days,98,r2768858,rebgv,95.00 feet,95 ft x 135 ft (12633 ft²),built in 2014 (9 yrs old),135,3
2117 Gordon Avenue,"$2,299,000","$4,392",$449,3,3,townhouse,,freehold strata,2 storey w/bsmt.,"electric,forced air,natural gas",,"recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",dundarave,3 days,247,r2768802,rebgv,,,built in 2004 (19 yrs old),,1
2296 Jefferson Avenue,"$3,158,000","$7,231",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,dundarave,3 days,119,r2768678,rebgv,60.00 feet,60 ft x 132 ft (7920 ft²),built in 1945 (78 yrs old),132,0
2755 Highview Place,"$4,208,000","$11,971",$849,3,3,duplex,,freehold strata,3 storey,"forced air,heat pump,natural gas","elevator, oven - built in, security system, smoke alarm","air conditioning, central air conditioning, recreation nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",chelsea park,5 days,187,r2768312,rebgv,,0 ft²,built in 2015 (8 yrs old),,1
6240 St. Georges Avenue,"$2,549,000","$5,993",,4,3,house,,freehold nonstrata,3 level split,"forced air,natural gas,radiant","garden, oven - built in, pantry, security system, storage shed, windows - thermo","golf course nearby, guest suite, marina nearby, recreation nearby, sauna, shopping nearby, storage","clothes washer/dryer, dishwasher, refrigerator, washer/dryer/fridge/stove/dishwasher",gleneagles,5 days,279,r2768368,rebgv,96.40 feet,96 ft x 218 ft (16780 ft²),built in 1968 (55 yrs old),218.90,1
5473 Monte Bre Crescent,"$3,098,000","$7,446",,3,2,house,,freehold nonstrata,3 storey,"forced air,natural gas",,"marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,upper caulfeild,57 days,1192,r2754434,rebgv,60.86 feet,60 ft x 136 ft (6496 ft²),built in 1988 (35 yrs old),136.96,1
203 3101 Burfield Place,"$2,498,000",$0,$923,3,3,apt/condo,,freehold strata,"1 storey,end unit","forced air,heat pump","drapes/window coverings, elevator, garage door opener, smoke alarm, sprinkler - fire","air conditioning, bike room, central air conditioning, exercise room, golf course nearby, marina nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher, wine cooler",cypress park estates,57 days,1022,r2754371,rebgv,,,built in 2023 (0 yrs old),,0
3332 Mathers Avenue,"$4,580,000","$10,575",,6,3,house,,freehold nonstrata,2 storey w/bsmt.,,,"marina nearby, recreation nearby, shopping nearby",,westmount west,58 days,649,r2754254,rebgv,90.00 feet,90 ft x 187 ft (14240 ft²),built in 1950 (73 yrs old),187,1
1167 Eyremount Drive,"$14,880,000","$43,231",,7,8,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"intercom, jetted bathtub","air conditioning, recreation nearby, shopping nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,chartwell,58 days,818,r2754087,rebgv,200.00 feet,26237 ft²,built in 2014 (9 yrs old),,2
5625 Daffodil Lane,"$2,620,000","$5,551",,4,3,house,,freehold nonstrata,2 storey w/bsmt.,"baseboard,forced air,natural gas","cul-de-sac, drapes/window coverings, garage door opener, hot tub spa/swirlpool, security system, vacuum - built in","marina nearby, recreation nearby","microwave, washer/dryer/fridge/stove/dishwasher",eagle harbour,58 days,7489,r2754251,rebgv,67.69 feet,67 ft x 203 ft (18196 ft²),built in 1995 (28 yrs old),203.74,1
3115 Benbow Road,"$2,758,000","$6,321",,5,3,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"marina nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,westmount west,60 days,611,r2753889,rebgv,80.00 feet,80 ft x 224 ft (22215 ft²),built in 1969 (54 yrs old),224,0
730 Fairmile Road,"$35,888,000","$75,038",,8,8,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,radiant","drapes/window coverings, elevator, garden, hot tub spa/swirlpool, security system, sprinkler - fire","air conditioning, central air conditioning, exercise room, golf course nearby, hot tub, recreation nearby, sauna, shopping nearby, tennis court(s)","in suite laundry, washer/dryer/fridge/stove/dishwasher",british properties,62 days,2524,r2753642,rebgv,107.00 feet,107 ft x 2642 ft (27985 ft²),built in 2016 (7 yrs old),2642,3
5755 Telegraph Trail,"$3,149,000","$5,572",,3,2,house,,freehold nonstrata,2 storey,"baseboard,hot water,radiant","oven - built in, security system, sprinkler - inground","air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby","clothes washer/dryer, dishwasher, range top, refrigerator",eagle harbour,62 days,1172,r2753569,rebgv,100.00 feet,100 ft x 115 ft (11762 ft²),built in 1946 (77 yrs old),115,1
824 Anderson Crescent,"$3,398,000","$6,859",,4,3,house,,freehold nonstrata,2 storey,forced air,"drapes/window coverings, smoke alarm","golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",sentinel hill,62 days,920,r2753586,rebgv,94.00 feet,94 ft x 0 ft (10227 ft²),built in 1954 (69 yrs old),x139x104x152 irr,0
888 Sentinel Drive,"$5,980,000","$19,216",,5,8,house,,freehold nonstrata,2 storey w/bsmt.,"heat recovery ventilator, hot water,natural gas,radiant","cul-de-sac, drapes/window coverings, garage door opener, heat recovery ventilator, hot tub spa/swirlpool, pantry","central air conditioning, golf course nearby, hot tub, shopping nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,sentinel hill,62 days,768,r2753559,rebgv,80.00 feet,80 ft x 215 ft (19212 ft²),built in 1999 (24 yrs old),215/189,2
1080 Millstream Road,"$4,790,000","$11,370",,5,3,house,,freehold nonstrata,2 storey w/bsmt.,natural gas,,,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",british properties,64 days,391,r2753178,rebgv,102.94 feet,102 ft x 156 ft (15666 ft²),built in 1964 (59 yrs old),156.49,2
1195 Renton Place,"$7,788,000","$25,579",,5,7,house,,freehold nonstrata,2 storey w/bsmt.,"hot water,radiant","drapes/window coverings, garden, smoke alarm, sprinkler - fire","air conditioning, recreation nearby",washer/dryer/fridge/stove/dishwasher,british properties,64 days,482,r2753069,rebgv,95.00 feet,95 ft x 131 ft (12577 ft²),built in 2013 (10 yrs old),131,1
1355 Inglewood Avenue,"$2,748,000","$6,157",,5,3,house,,freehold nonstrata,rancher/bungalow,"baseboard,forced air",smoke alarm,"golf course development, recreation nearby",washer/dryer/fridge/stove/dishwasher,ambleside,65 days,1660,r2752777,rebgv,50.49 feet,50 ft x 120 ft (6045 ft²),built in 1963 (60 yrs old),120,0
200 1819 Bellevue Avenue,"$2,200,000","$4,508","$1,292",3,2,apt/condo,,freehold strata,"1 storey,corner unit","baseboard,electric",elevator,"recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",ambleside,66 days,1098,r2752590,rebgv,,,built in 1986 (37 yrs old),,0
4525 Keith Road,"$2,398,000","$6,647",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,caulfeild,66 days,1439,r2752362,rebgv,130.98 feet,130 ft x 151 ft (15754 ft²),built in 1957 (66 yrs old),151.15 irr,0
868 Younette Drive,"$4,690,000","$10,713",,4,4,house,,freehold nonstrata,2 storey w/bsmt.,other,"security system, vacuum - built in","hot tub, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,sentinel hill,68 days,870,r2752271,rebgv,63.50 feet,63 ft x 160 ft (10474 ft²),built in 2001 (22 yrs old),160 & 144,1
502 3101 Burfield Place,"$2,598,000",$1,$988,2,2,apt/condo,,freehold strata,1 storey,radiant,garden,"bike room, central air conditioning, recreation nearby, shopping nearby, storage",in suite laundry,cypress park estates,69 days,952,r2752199,rebgv,,,built in 2022 (1 yrs old),,1
301 2246 Bellevue Avenue,"$1,325,000","$2,747",$454,1,1,apt/condo,,freehold strata,1 storey,"baseboard,hot water","elevator, garden, intercom","bike room, recreation nearby, shared laundry, storage","clothes dryer, clothes washer, dishwasher, refrigerator, stove",dundarave,69 days,643,r2752228,rebgv,,,built in 1966 (57 yrs old),,0
575 Robin Hood Road,"$2,999,000","$6,883",,2,2,house,,freehold nonstrata,3 storey w/bsmt,,,,,british properties,69 days,1401,r2752227,rebgv,100.00 feet,100 ft x 268 ft (26136 ft²),,268,1
1508 Errigal Place,"$6,880,000","$23,530",,6,7,house,,freehold nonstrata,2 storey w/bsmt.,"hot water,radiant","cul-de-sac, drapes/window coverings, garage door opener, garden, hot tub spa/swirlpool, jetted bathtub","air conditioning, central air conditioning, hot tub, sauna, storage, swimming pool equipment","washer/dryer/fridge/stove/dishwasher, wine cooler",canterbury,70 days,903,r2751884,rebgv,33.50 feet,15037 ft²,built in 1995 (28 yrs old),,1
4313 Rockridge Road,"$7,600,000","$27,277",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"drapes/window coverings, garage door opener, hot tub spa/swirlpool, security system, smoke alarm, sprinkler - inground","air conditioning, marina nearby, recreation nearby, shopping nearby, swimming pool equipment","microwave, washer/dryer/fridge/stove/dishwasher",rockridge,3 days,98,r2768858,rebgv,95.00 feet,95 ft x 135 ft (12633 ft²),built in 2014 (9 yrs old),135,3
2117 Gordon Avenue,"$2,299,000","$4,392",$449,3,3,townhouse,,freehold strata,2 storey w/bsmt.,"electric,forced air,natural gas",,"recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",dundarave,3 days,247,r2768802,rebgv,,,built in 2004 (19 yrs old),,1
2296 Jefferson Avenue,"$3,158,000","$7,231",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,dundarave,3 days,119,r2768678,rebgv,60.00 feet,60 ft x 132 ft (7920 ft²),built in 1945 (78 yrs old),132,0
2391 Kings Avenue,"$2,798,000","$6,999",,3,1,house,,freehold nonstrata,1 1/2 storey,forced air,"drapes/window coverings, smoke alarm","marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,dundarave,8 days,264,r2767280,rebgv,45.41 feet,45 ft x 132 ft (5993 ft²),built in 1955 (68 yrs old),132,0
501 1737 Duchess Avenue,"$689,888","$1,801",$721,2,1,apt/condo,,freehold strata,"corner unit,inside unit","hot water,natural gas","cul-de-sac, drapes/window coverings, elevator, garden","recreation nearby, shared laundry, shopping nearby","dishwasher, microwave, refrigerator, stove",ambleside,35 days,1273,r2760201,rebgv,,,built in 1980 (43 yrs old),,0
2090 26th Street,"$5,350,000","$11,547",,4,2,house,,freehold nonstrata,rancher/bungalow w/bsmt.,natural gas,"cul-de-sac, hot tub spa/swirlpool","recreation nearby, shopping nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,queens,70 days,487,r2751735,rebgv,141.00 feet,141 ft x 150 ft (21344 ft²),built in 1966 (57 yrs old),150,2
203 6707 Nelson Avenue,"$2,599,900",$0,"$1,585",3,3,apt/condo,,freehold strata,1 storey,forced air,,exercise room,,horseshoe bay,71 days,928,r2751678,rebgv,,,built in 2022 (1 yrs old),,0
4208 Evergreen Avenue,"$10,998,000","$57,996",,4,5,house,,freehold nonstrata,2 storey,,cul-de-sac,marina nearby,,sandy cove,72 days,654,r2751163,rebgv,60.00 feet,60 ft x 271 ft (15996 ft²),built in 2007 (16 yrs old),271.34,0
4711 Woodburn Court,"$3,195,000","$5,528",,3,2,house,,freehold nonstrata,2 storey,"baseboard,hot water,natural gas","cul-de-sac, hot tub spa/swirlpool, oven - built in, security system, sprinkler - inground","golf course nearby, hot tub, marina nearby, shopping nearby, storage, workshop attached","clothes washer/dryer, dishwasher, disposal - waste, range top, refrigerator",cypress park estates,73 days,1401,r2750959,rebgv,115.00 feet,115 ft x 121 ft (12927 ft²),built in 1986 (37 yrs old),121x90x47+71,1
4503 Woodgreen Drive,"$2,388,000","$4,379",,6,5,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"marina nearby, shopping nearby",in suite laundry,cypress park estates,73 days,1134,r2750771,rebgv,134.00 feet,134 ft x 199 ft (26800 ft²),built in 1960 (63 yrs old),199,1
4893 Northwood Place,"$5,998,000","$18,582",,5,6,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"cul-de-sac, elevator","air conditioning, central air conditioning, hot tub, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,cypress park estates,73 days,1013,r2750752,rebgv,60.00 feet,1.04 acres,built in 1989 (34 yrs old),,1
1895 Rosebery Avenue,"$2,988,000","$6,074",,5,3,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"marina nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",queens,75 days,849,r2750562,rebgv,0.00 feet,12143 ft²,built in 1962 (61 yrs old),,0
